Date,Hour Ending,Total Load
02/05/2023,12,13128.23
02/05/2023,13,12996.89
02/05/2023,14,13133.55
02/05/2023,15,13612.62
02/05/2023,16,14246.89
02/05/2023,17,14813.24
02/05/2023,18,15995.52
02/05/2023,19,16060.66
02/05/2023,20,15620.72
02/05/2023,21,15020.76
02/05/2023,22,14629.51
02/05/2023,23,13956.23
02/05/2023,24,13135.24
02/06/2023,1,12426.0
02/06/2023,2,12347.16
02/06/2023,3,12239.78
02/06/2023,4,12540.3
02/06/2023,5,12659.3
02/06/2023,6,12782.23
02/06/2023,7,14270.81
02/06/2023,8,15168.88
02/06/2023,9,15036.83
02/06/2023,10,14314.56
02/06/2023,11,14091.23
02/06/2023,12,13785.52
02/06/2023,13,13686.94
02/06/2023,14,13656.31
02/06/2023,15,14031.66
02/06/2023,16,14542.43
02/06/2023,17,15045.93
02/06/2023,18,16199.44
02/06/2023,19,16349.7
02/06/2023,20,15934.85
02/06/2023,21,15368.62
02/06/2023,22,14534.69
02/06/2023,23,13517.87
02/06/2023,24,13052.89
02/07/2023,1,12818.01
02/07/2023,2,12797.9
02/07/2023,3,12762.68
02/07/2023,4,12875.76
02/07/2023,5,13287.4
02/07/2023,6,13572.3
02/07/2023,7,15033.75
02/07/2023,8,15740.96
02/07/2023,9,14725.76
02/07/2023,10,13618.84
02/07/2023,11,13376.31
02/07/2023,12,13060.91
02/07/2023,13,12695.43
02/07/2023,14,12965.43
02/07/2023,15,13425.78
02/07/2023,16,14446.09
02/07/2023,17,15593.98
02/07/2023,18,16710.46
02/07/2023,19,16735.8
02/07/2023,20,16274.34
02/07/2023,21,15610.23
02/07/2023,22,14715.68
02/07/2023,23,13874.62
02/07/2023,24,13180.32
02/08/2023,1,12420.47
02/08/2023,2,12476.35
02/08/2023,3,12357.61
02/08/2023,4,12123.76
02/08/2023,5,12053.71
02/08/2023,6,12637.56
02/08/2023,7,14115.05
02/08/2023,8,14834.18
02/08/2023,9,14555.99
02/08/2023,10,14012.2
02/08/2023,11,13330.37
02/08/2023,12,13275.46
02/08/2023,13,12837.65
02/08/2023,14,12278.37
02/08/2023,15,12307.16
02/08/2023,16,12697.26
02/08/2023,17,14196.53
02/08/2023,18,15536.82
02/08/2023,19,15829.92
02/08/2023,20,15495.4
02/08/2023,21,14954.81
02/08/2023,22,14152.02
02/08/2023,23,13129.74
02/08/2023,24,12518.36
02/09/2023,1,11785.56
02/09/2023,2,12061.22
02/09/2023,3,12016.48
02/09/2023,4,12088.02
02/09/2023,5,12306.83
02/09/2023,6,12944.68
02/09/2023,7,14284.3
02/09/2023,8,14920.13
02/09/2023,9,14327.93
02/09/2023,10,13828.32
02/09/2023,11,13912.1
02/09/2023,12,14130.66
02/09/2023,13,14305.15
02/09/2023,14,14457.39
02/09/2023,15,14567.4
02/09/2023,16,14806.06
02/09/2023,17,15296.6
02/09/2023,18,15929.42
02/09/2023,19,15835.51
02/09/2023,20,15343.12
02/09/2023,21,14678.52
02/09/2023,22,13760.42
02/09/2023,23,12662.52
02/09/2023,24,11862.13
02/10/2023,1,11657.4
02/10/2023,2,11546.46
02/10/2023,3,11408.06
02/10/2023,4,11620.69
02/10/2023,5,11710.1
02/10/2023,6,11986.51
02/10/2023,7,13199.08
02/10/2023,8,13611.86
02/10/2023,9,13096.11
02/10/2023,10,12322.61
02/10/2023,11,11506.34
02/10/2023,12,11143.36
02/10/2023,13,10915.64
02/10/2023,14,10858.36
02/10/2023,15,11009.88
02/10/2023,16,11962.26
02/10/2023,17,13258.55
02/10/2023,18,14296.29
02/10/2023,19,14469.2
02/10/2023,20,14105.45
02/10/2023,21,13637.7
02/10/2023,22,13039.56
02/10/2023,23,12257.77
02/10/2023,24,11577.01
02/11/2023,1,11268.8
02/11/2023,2,10959.26
02/11/2023,3,10840.02
02/11/2023,4,10859.18
02/11/2023,5,11042.29
02/11/2023,6,11508.55
02/11/2023,7,11887.82
02/11/2023,8,12334.76
