Date,Hour Ending,Total Load
08/16/2023,22,17899.30374861498
08/16/2023,23,16647.664628741724
08/16/2023,24,15346.180937551953
08/17/2023,1,14663.902027700387
08/17/2023,2,14687.646163544192
08/17/2023,3,14597.893511687602
08/17/2023,4,14511.792876412424
08/17/2023,5,14669.96034690569
08/17/2023,6,14720.25475776433
08/17/2023,7,15110.725053966662
08/17/2023,8,16020.497702774608
08/17/2023,9,16576.916943843346
08/17/2023,10,17009.6825865346
08/17/2023,11,17279.771292441194
08/17/2023,12,17427.728019183607
08/17/2023,13,17693.06883580955
08/17/2023,14,18046.26054088719
08/17/2023,15,18193.56385298927
08/17/2023,16,18216.115563370633
08/17/2023,17,18332.180224405114
08/17/2023,18,18650.12954494748
08/17/2023,19,18685.15811646495
08/17/2023,20,18695.31228144896
08/17/2023,21,18652.66756627084
08/17/2023,22,17866.25847709066
08/17/2023,23,16687.153943361496
08/17/2023,24,15479.266793087467
08/18/2023,1,14926.001231838321
08/18/2023,2,14668.848246083582
08/18/2023,3,14290.015897967574
08/18/2023,4,14112.515496456956
08/18/2023,5,14265.382411979905
08/18/2023,6,14756.760365360817
08/18/2023,7,15377.680295227225
08/18/2023,8,16515.210384437087
08/18/2023,9,17555.826890271754
08/18/2023,10,18041.7707727061
08/18/2023,11,17799.897419465633
08/18/2023,12,17229.66911814341
08/18/2023,13,17266.697849862987
08/18/2023,14,17978.652936953647
08/18/2023,15,18347.455743384337
08/18/2023,16,18758.260343998634
08/18/2023,17,19119.657628568166
08/18/2023,18,19911.340635568624
08/18/2023,19,20125.791684813885
08/18/2023,20,19510.7416170644
08/18/2023,21,18765.058366791505
08/18/2023,22,17584.795347585066
08/18/2023,23,16140.051319730534
08/18/2023,24,14708.782606620234
08/19/2023,1,13542.157753345517
08/19/2023,2,12827.246117521125
08/19/2023,3,12471.52394126513
08/19/2023,4,12395.912215314
08/19/2023,5,12323.72227338662
08/19/2023,6,12403.281492561087
08/19/2023,7,12105.51302532085
08/19/2023,8,12338.334019148208
08/19/2023,9,12712.219788874174
08/19/2023,10,13083.050970678241
08/19/2023,11,13303.793635916878
08/19/2023,12,13704.19322163165
08/19/2023,13,13583.59564799041
08/19/2023,14,13729.20386689998
08/19/2023,15,14168.395322274491
08/19/2023,16,14559.472674957755
08/19/2023,17,15112.830020977393
08/19/2023,18,15892.901651461523
08/19/2023,19,16223.53655961635
08/19/2023,20,16247.228553620693
08/19/2023,21,16129.040075425899
08/19/2023,22,15553.97924446449
08/19/2023,23,14863.841624982875
08/19/2023,24,13853.416880292307
08/20/2023,1,12761.215571386163
08/20/2023,2,12160.106550089062
08/20/2023,3,11941.19097941996
08/20/2023,4,11929.9362685773
08/20/2023,5,11884.451292345286
08/20/2023,6,12200.881268522497
08/20/2023,7,12827.951080639416
08/20/2023,8,12944.298561727566
08/20/2023,9,12582.279598869607
08/20/2023,10,12438.444207105505
08/20/2023,11,12140.118715176985
08/20/2023,12,12110.904216559718
08/20/2023,13,12492.619493471111
08/20/2023,14,13177.717374337752
08/20/2023,15,14060.940655053668
08/20/2023,16,15153.631651181777
08/20/2023,17,16769.992679952047
08/20/2023,18,18301.452849509024
08/20/2023,19,19100.152395524092
08/20/2023,20,19014.647207408085
08/20/2023,21,18774.267742566797
08/20/2023,22,17773.295033423157
08/20/2023,23,16392.756673907286
08/20/2023,24,15009.85239238411
08/21/2023,1,14396.976530956841
08/21/2023,2,14104.505444972598
08/21/2023,3,13908.726152966432
