Date,Hour Ending,Total Load
05/07/2023,4,10648.174981291391
05/07/2023,5,10670.53387321192
05/07/2023,6,10857.862673463576
05/07/2023,7,11022.387413225168
05/07/2023,8,10781.722248337748
05/07/2023,9,10236.175913145697
05/07/2023,10,10089.29177195364
05/07/2023,11,10330.382031496689
05/07/2023,12,10416.375906258278
05/07/2023,13,10578.532907423842
05/07/2023,14,10654.495160761588
05/07/2023,15,10978.767600198678
05/07/2023,16,11123.997736887419
05/07/2023,17,11838.146881112585
05/07/2023,18,13739.409847966886
05/07/2023,19,14967.6996097351
05/07/2023,20,15466.114380198676
05/07/2023,21,15580.232644589407
05/07/2023,22,14761.284487887418
05/07/2023,23,13484.420121357614
05/07/2023,24,12345.205032119205
05/08/2023,1,12291.148017715232
05/08/2023,2,11847.626580675496
05/08/2023,3,11745.106435072848
05/08/2023,4,11803.984619463577
05/08/2023,5,11802.833967715233
05/08/2023,6,12090.80787836424
05/08/2023,7,13075.88659323179
05/08/2023,8,13421.596676980133
05/08/2023,9,12642.261458900663
05/08/2023,10,11799.47227450331
05/08/2023,11,11327.410529622517
05/08/2023,12,11283.284417304636
05/08/2023,13,11607.110856516556
05/08/2023,14,11843.225058556292
